id,merchant_name,transaction_date,transaction_currency_code,acquirer_reference_number,transaction_type,primary_account_number,settlement_date,cardholder_name,cardholder_age,cardholder_country,transaction_amount,merchant_category_code,card_acceptor_id,year_month,signed_amount,transaction_sign,tier,tier_coeff
892,Tapia and Sons,2024-01-08,840,3016556238878887,top up,5368685487099866,2024-01-09,Chase Knight,54,124,451.74,5700,sfkNgXJiJS,2024-01,451.74,debit,Titanium,1.0
893,Dunn Ltd,2024-01-23,840,9931360622901138,purchase,5286353654195186,2024-01-24,Amy Walker,53,124,79.12,6125,wKbsQzhcdD,2024-01,-79.12,credit,Titanium,1.0
894,Robinson LLC,2024-08-20,840,7199038035148953,payroll,2273428364408921,2024-08-21,Jessica Simpson,58,504,7310.6,6600,jCktOtXROQ,2024-08,7310.6,debit,Titanium,1.0
895,"Solomon, Gonzalez and Strong",2024-11-22,840,4191479053472839,payroll,2270461735743844,2024-11-24,James Johnson,46,840,2295.72,9615,fibPqITxaF,2024-11,2295.72,debit,Platinum,0.75
896,Graham-Nguyen,2024-12-02,840,7309532670848868,top up,5367190229413187,2024-12-04,Lisa Gibbs,21,978,371.68,4460,tPljCAoOty,2024-12,371.68,debit,Titanium,1.0
897,Rodriguez Inc,2025-02-09,840,2925822828018323,purchase,2299154522675280,2025-02-10,Tanya Buchanan,26,504,292.63,5305,FUVZOnUtFj,2025-02,-292.63,credit,Platinum,0.75
898,Bailey Group,2023-11-28,840,6846767809645837,purchase,2234874016400527,2023-11-29,Deborah Figueroa,44,840,71.28,1768,kkuWgVRiDQ,2023-11,-71.28,credit,Gold,0.5
899,"Ramos, Chase and Adams",2025-03-03,840,9752135317555928,purchase,2227708666562245,2025-03-05,Dr. Lisa Ramos,64,Ireland,409.54,9477,fQkLdOnxac,2025-03,-409.54,credit,Gold,0.5
900,Drake LLC,2024-03-26,840,4114862675119976,purchase,2689163756289005,2024-03-27,Brooke Allison,35,504,413.68,8974,jipurZntdt,2024-03,-413.68,credit,Gold,0.5
901,Koch-Molina,2024-11-24,840,5515641967896300,refund,2245841438424986,2024-11-25,Martin Vargas,47,978,1231.81,8212,fvYOBqMVWw,2024-11,-1231.81,credit,Titanium,1.0
902,Scott-Floyd,2023-09-15,840,0163015972242284,purchase,5254156676527759,2023-09-16,Kelly Owen,64,124,109.86,0644,PfXhgQTNFX,2023-09,-109.86,credit,Platinum,0.75
903,"Pierce, Schmidt and Ford",2023-10-09,840,9276680984601804,purchase,2383272386562423,2023-10-09,Benjamin Smith,61,124,1195.52,0634,ovRLYsGGZl,2023-10,-1195.52,credit,Titanium,1.0
904,Rice LLC,2024-11-23,840,8015373586671554,purchase,2404303054868746,2024-11-23,Matthew Mitchell,42,840,542.15,9680,zzqXbwggcl,2024-11,-542.15,credit,Titanium,1.0
905,Ochoa LLC,2023-07-20,840,9260967462720536,payroll,2228048281489329,2023-07-21,Christopher Ashley,19,840,1902.0,6917,ZUlpbhTzdt,2023-07,1902.0,debit,Gold,0.5
906,Pierce-Vargas,2024-08-14,840,1928567285021553,purchase,2720860372186009,2024-08-16,Antonio Hale,68,Bosnia and Herzegovina,401.02,9011,ZrcantEhpg,2024-08,-401.02,credit,Gold,0.5
907,"Crawford, Garcia and Carson",2024-12-13,840,7558212626439567,purchase,2702278248963836,2024-12-15,Jennifer Powers,56,504,588.43,8601,OWyjWwRTNW,2024-12,-588.43,credit,Titanium,1.0
908,"Romero, Garcia and Wong",2023-06-19,840,0789075199198177,top up,2703391878519106,2023-06-20,Stephanie Harris,40,124,1387.22,7855,aOhenCvovH,2023-06,1387.22,debit,Titanium,1.0
909,"Wilson, Kennedy and Jackson",2023-09-16,840,4149253164982838,purchase,2256706562729805,2023-09-16,Leslie Alvarado,62,840,8.01,8780,EiXDMWdToD,2023-09,-8.01,credit,Gold,0.5
910,Rodriguez-Johnson,2023-08-05,840,4776565907055494,purchase,2273714785969694,2023-08-07,Harold Ellis,26,504,460.3,8197,jimRMWLOyq,2023-08,-460.3,credit,Titanium,1.0
911,Hampton-Nichols,2024-05-18,840,3687715692209490,purchase,2224430107139664,2024-05-18,Gregory Shaffer,28,978,309.18,7530,CAJgalZsJa,2024-05,-309.18,credit,Titanium,1.0
912,"Moran, Diaz and Bell",2024-10-15,840,1535977100115477,purchase,5225922220644747,2024-10-15,Autumn Anderson,65,124,1022.06,8002,PqQsmZXinz,2024-10,-1022.06,credit,Titanium,1.0
913,"Kelly, Kim and Vaughn",2024-10-21,840,3148722557856413,payroll,2223169069685741,2024-10-23,John Price,67,Kenya,2066.0,3952,fudVhAtjye,2024-10,2066.0,debit,Gold,0.5
914,Pennington-Robinson,2023-05-14,840,4168557395232855,purchase,2704577600490827,2023-05-16,Elizabeth Evans MD,27,504,798.08,5084,YksnSVShNI,2023-05,-798.08,credit,Titanium,1.0
915,Lane LLC,2025-03-13,840,7947581660284136,purchase,2609570154303914,2025-03-15,John Jones,67,124,461.29,8481,obatgVBMZZ,2025-03,-461.29,credit,Titanium,1.0
916,Stewart and Sons,2023-07-07,840,7040714697147973,purchase,2656543102786813,2023-07-09,David Griffin,69,840,156.04,0215,eyEUxWZTJy,2023-07,-156.04,credit,Titanium,1.0
917,Green-Chaney,2024-06-01,840,9508374560170396,purchase,2266339534811051,2024-06-02,Bryan Juarez,25,United States Minor Outlying Islands,507.2,7896,huEpJvuVWh,2024-06,-507.2,credit,Platinum,0.75
918,"Townsend, Bullock and Velez",2023-08-25,840,9001706794907869,payroll,2296319314919054,2023-08-26,Mary Jones,51,124,9649.9,8675,chMpmOXttn,2023-08,9649.9,debit,Titanium,1.0
919,Dickerson-Fowler,2023-09-08,840,1621593896763536,top up,5161809190158145,2023-09-09,Elizabeth Miller,44,978,1149.49,9723,UybjsYsBWV,2023-09,1149.49,debit,Titanium,1.0
920,Ingram-Henderson,2025-02-23,840,8960707228834133,top up,5225787298259524,2025-02-24,Luis Kirby,33,504,1300.3,7720,weCgbDndGD,2025-02,1300.3,debit,Titanium,1.0
921,Nicholson-Pittman,2024-04-18,840,1430974274936635,purchase,5456478370317543,2024-04-18,Kerri Parsons,70,Tuvalu,543.72,8572,ydkKlvqXWz,2024-04,-543.72,credit,Silver,
922,"Powell, Hernandez and Hayes",2024-10-24,840,7148030073565826,purchase,2296504427173968,2024-10-26,Johnathan Thomas,45,978,878.81,8840,CABqiaCPyR,2024-10,-878.81,credit,Titanium,1.0
923,Lawson-Russell,2024-06-05,840,6379412886691122,withdrawal,2232713538676259,2024-06-06,Claudia Rice,50,Saint Helena,493.98,0488,zLRoldSvXx,2024-06,-493.98,credit,Silver,
924,Edwards Ltd,2023-11-26,840,2526119789259465,purchase,2244050892739613,2023-11-26,Erin Nash,68,Japan,1020.36,5670,VEGMDFTvwq,2023-11,-1020.36,credit,Silver,
925,Jefferson-Willis,2023-09-11,840,6532554411818513,purchase,2641459332727956,2023-09-13,Joshua Ruiz,50,504,522.78,0384,jlEnzViDUn,2023-09,-522.78,credit,Platinum,0.75
926,Mccarthy and Sons,2023-09-28,840,5203881937684184,purchase,2243468007229034,2023-09-28,Robert Torres,21,124,120.2,2711,WeDxPFBMhF,2023-09,-120.2,credit,Titanium,1.0
927,Moses-Smith,2023-07-30,840,2014833354011272,purchase,5462042985144866,2023-07-31,Crystal Brooks,23,Wallis and Futuna,243.71,9220,lVAKYJagrl,2023-07,-243.71,credit,Gold,0.5
928,Adams-Poole,2024-10-19,840,0876477090676183,top up,2665719182619905,2024-10-19,Victor Young,40,504,841.09,0680,eCDWbnZfzm,2024-10,841.09,debit,Titanium,1.0
929,Beasley Ltd,2024-04-21,840,0767162172048886,withdrawal,5405648149177855,2024-04-21,Scott Jackson,64,124,670.9,0049,mnlADlqryK,2024-04,-670.9,credit,Titanium,1.0
930,Roy Group,2023-10-31,840,8693032645649674,purchase,2499813646225177,2023-11-01,Amber Ross,41,504,22.29,2947,BpJaIoKcVz,2023-10,-22.29,credit,Titanium,1.0
931,Green-Moore,2024-12-18,840,0539064909703425,payroll,2719796884578312,2024-12-18,Jacob Green,24,124,2195.5,8176,ugSMoVMoiD,2024-12,2195.5,debit,Titanium,1.0
932,Higgins-Chavez,2025-02-14,840,0181589136829670,purchase,2228281291635041,2025-02-16,Kristine Patterson,25,Brunei Darussalam,698.85,5272,JPtwnLFqNV,2025-02,-698.85,credit,Platinum,0.75
933,"Brooks, Chavez and Smith",2024-09-08,840,3193625260221690,top up,2710581477005413,2024-09-08,Vanessa Davis,63,840,79.06,8640,AVFxWAbkcI,2024-09,79.06,debit,Titanium,1.0
934,"Espinoza, Garcia and Moyer",2023-05-18,840,4802933583843910,refund,2419838638406664,2023-05-19,Vanessa Edwards,67,124,45.63,2902,lXexXtpNcr,2023-05,-45.63,credit,Platinum,0.75
935,"Armstrong, Johnson and Perez",2023-11-28,840,1745469351021401,purchase,2598552414060297,2023-11-28,Cindy Walker,67,840,364.41,2533,nlakpwecjZ,2023-11,-364.41,credit,Titanium,1.0
936,"Trujillo, Cooper and Mcpherson",2024-02-25,840,1955897990359717,refund,5284887256394277,2024-02-25,Ann Cox,53,840,1179.8,1935,svYTRcozLG,2024-02,-1179.8,credit,Gold,0.5
937,"Francis, Ryan and Brewer",2024-02-04,840,3056870941246051,top up,2708439333243625,2024-02-06,Brandi Cain,23,Anguilla,705.95,1244,fkLdCXvWMz,2024-02,705.95,debit,Gold,0.5
938,White-Hampton,2023-05-22,840,3376841876776006,purchase,2279992012376313,2023-05-22,Mr. Jacob Moore,34,United States of America,1043.24,4193,CvNYgLilzC,2023-05,-1043.24,credit,Platinum,0.75
939,"Perez, Olson and Hall",2023-07-09,840,3173033249675745,withdrawal,2473586629619430,2023-07-10,Angela Moore,57,978,862.42,6264,EujQGOzqyg,2023-07,-862.42,credit,Gold,0.5
940,Haynes PLC,2025-04-06,840,8094731815605427,purchase,5404332181960012,2025-04-07,Jonathan Johnson,54,840,83.48,6173,baKLkQVIru,2025-04,-83.48,credit,Platinum,0.75
941,Nelson and Sons,2025-03-20,840,9476111079764754,purchase,2228636556472929,2025-03-22,Melissa Olsen,40,124,850.46,2115,SovwaugrnU,2025-03,-850.46,credit,Titanium,1.0
942,Garcia Ltd,2024-12-30,840,7289722693485403,purchase,2274494812604221,2024-12-31,Michael Poole,22,978,290.99,1430,HCFLDOiqDM,2024-12,-290.99,credit,Gold,0.5
943,Schwartz-King,2023-08-17,840,6856066992613826,purchase,2580068114921647,2023-08-19,Oscar Ramos,64,124,813.38,2218,IpTqOZRuSI,2023-08,-813.38,credit,Platinum,0.75
944,Garza Ltd,2025-01-14,840,7779570399626377,purchase,5484992618914115,2025-01-14,Mr. Richard Decker DVM,70,978,697.13,0487,FcBFOyKmnp,2025-01,-697.13,credit,Gold,0.5
945,Chapman PLC,2024-12-19,840,1073512896220682,withdrawal,2383272386562423,2024-12-20,Benjamin Smith,61,124,144.29,6515,NdkvDTIQsB,2024-12,-144.29,credit,Titanium,1.0
946,Stephenson LLC,2023-12-10,840,3023993446060694,top up,5456149784036900,2023-12-10,Eric Clark,25,840,35.13,8588,mVIkXuSBTY,2023-12,35.13,debit,Gold,0.5
947,Sullivan and Sons,2024-05-16,840,9523578652941285,purchase,2719393305172899,2024-05-16,Matthew White,58,840,1159.03,0846,EiQLXkxtnX,2024-05,-1159.03,credit,Titanium,1.0
948,Mclaughlin-Miller,2024-09-17,840,6448854875311980,top up,2281240568299620,2024-09-17,Sharon Walton,35,840,51.49,9628,kllwaWgIlw,2024-09,51.49,debit,Titanium,1.0
949,"Peck, Sullivan and Sherman",2024-11-27,840,2805376425507868,payroll,5311554262218901,2024-11-28,Carly Bell,53,840,2335.44,4728,AmLWqlPafk,2024-11,2335.44,debit,Titanium,1.0
950,Sanchez LLC,2025-01-15,840,0203922131701958,purchase,2240705345786107,2025-01-17,John Griffin,67,978,925.06,1499,lMaYaMSPAz,2025-01,-925.06,credit,Platinum,0.75
951,"Ramos, Taylor and Ross",2023-09-20,840,8798728731424956,purchase,2249264422096908,2023-09-20,Evan Lamb,56,504,656.09,4509,xBmleEsPcb,2023-09,-656.09,credit,Titanium,1.0
952,Mendez Inc,2024-11-18,840,4416033288807005,top up,2720821465840449,2024-11-19,Lauren Keller,39,504,2400.8,1933,xWmINliktD,2024-11,2400.8,debit,Titanium,1.0
953,Herring and Sons,2023-07-22,840,4512022017545416,purchase,2234874016400527,2023-07-22,Deborah Figueroa,44,840,1169.58,6006,bHjDFQcuzr,2023-07,-1169.58,credit,Gold,0.5
954,Mclean Ltd,2024-03-16,840,1046627501526974,purchase,2314933163735169,2024-03-18,Mark Powers,35,504,809.56,6076,izsnTHTwaa,2024-03,-809.56,credit,Platinum,0.75
955,Perez-Thompson,2024-07-28,840,0785483309587238,payroll,2355698169340609,2024-07-28,Renee Mcdaniel,56,124,9274.1,4651,ImRxMgqBhO,2024-07,9274.1,debit,Titanium,1.0
956,Day PLC,2023-08-08,840,6014579232671485,payroll,2283682223943126,2023-08-10,Latoya Brown,35,124,1950.2,9779,timTgywrsh,2023-08,1950.2,debit,Titanium,1.0
957,"Gonzalez, White and Harrison",2025-04-21,840,0150196797209251,purchase,2269947174648877,2025-04-23,Kyle Preston,42,124,2.48,6857,AWcBSnYqMs,2025-04,-2.48,credit,Titanium,1.0
958,"Villegas, Fuentes and Beard",2023-09-27,840,8523329704937958,purchase,5253315869232269,2023-09-27,Norman Cook,22,840,360.6,1755,gGJCbfFNNK,2023-09,-360.6,credit,Titanium,1.0
959,Evans and Sons,2023-10-04,840,5116397149207574,purchase,2279401399049022,2023-10-05,Matthew Moon,45,840,259.33,0248,oCtrXreXFk,2023-10,-259.33,credit,Titanium,1.0
960,Reed-Norman,2023-10-28,840,4873962625918831,purchase,2313171274846770,2023-10-29,Juan Reyes,69,124,566.42,3869,qCKWakwsXI,2023-10,-566.42,credit,Gold,0.5
961,"Perez, Wilkinson and Taylor",2024-02-22,840,7367724434354978,purchase,5494096105566137,2024-02-24,Sarah Mcfarland,25,504,565.6,8904,SDlmHBUTre,2024-02,-565.6,credit,Titanium,1.0
962,Krause Inc,2024-09-29,840,7156438029903480,refund,2399611253554496,2024-09-30,Denise Wallace,53,124,427.8,9538,vOuEVrlfzU,2024-09,-427.8,credit,Gold,0.5
963,Morris PLC,2023-12-13,840,9600094091657376,refund,2347436713695942,2023-12-14,Elizabeth Spence DDS,33,124,845.78,9009,XoEIeqRBdt,2023-12,-845.78,credit,Titanium,1.0
964,"Reid, Mclaughlin and Carter",2024-05-24,840,2254920369309140,purchase,2290607159696647,2024-05-25,Alex Nguyen,38,840,1105.3,7884,rnDdzUyfIW,2024-05,-1105.3,credit,Titanium,1.0
965,"Duncan, Mays and Hernandez",2024-12-10,840,3117226414756900,purchase,2456467263681542,2024-12-10,Anita Watson,61,Maldives,31.32,7291,aXHtvcSDPJ,2024-12,-31.32,credit,Gold,0.5
966,Roberts and Sons,2024-03-05,840,9335984742298359,purchase,5464840858877043,2024-03-06,Cheryl Palmer,27,504,69.28,5660,vcoTpCrBLG,2024-03,-69.28,credit,Titanium,1.0
967,Johnson Group,2023-11-17,840,7153902262473650,purchase,2249264422096908,2023-11-19,Evan Lamb,56,504,3.56,7306,ESYhJilVlA,2023-11,-3.56,credit,Titanium,1.0
968,Pruitt-Day,2024-03-24,840,9006476144278735,purchase,2283195205852777,2024-03-24,Robin Brown,50,978,977.56,1908,CGPGBvnGWv,2024-03,-977.56,credit,Gold,0.5
969,"Stokes, Williams and Ruiz",2024-10-17,840,2316979206754939,purchase,5368622783769389,2024-10-17,Nancy Sanchez,40,504,394.66,3963,tRkSGSNGWE,2024-10,-394.66,credit,Gold,0.5
970,Harmon LLC,2024-03-16,840,9045392528783573,top up,2266963259532780,2024-03-18,Shawn Jimenez,50,840,2094.56,5049,iihSDdqPJB,2024-03,2094.56,debit,Platinum,0.75
971,"Hubbard, Gardner and Morales",2024-12-25,840,3073453302364122,refund,2419838638406664,2024-12-25,Vanessa Edwards,67,124,62.2,7066,nldWezWkKR,2024-12,-62.2,credit,Platinum,0.75
972,Wells PLC,2025-04-06,840,9853720335051602,purchase,5484992618914115,2025-04-07,Mr. Richard Decker DVM,70,978,11.98,9289,fRKIkFhJjA,2025-04,-11.98,credit,Gold,0.5
973,Church-Hammond,2024-11-06,840,0715558709404224,payroll,2288842474517129,2024-11-07,Courtney Rhodes,54,504,2472.0,3731,skhEQvyirE,2024-11,2472.0,debit,Gold,0.5
974,Mcknight PLC,2024-04-24,840,9925512538078191,withdrawal,2262039831354904,2024-04-24,Ian Cunningham,43,Italy,1033.9,2195,ICmaxqMHkr,2024-04,-1033.9,credit,Gold,0.5
975,Alvarado-Byrd,2024-09-19,840,5349419715755716,purchase,2248843021781670,2024-09-20,Tammy Hughes,70,Honduras,115.06,5890,gyPqXLUQjP,2024-09,-115.06,credit,Platinum,0.75
976,Murphy and Sons,2024-06-10,840,4630616218563520,purchase,2266963259532780,2024-06-10,Shawn Jimenez,50,840,209.22,7017,dMjAOtcCdn,2024-06,-209.22,credit,Platinum,0.75
977,"Nguyen, Potts and Guerrero",2023-12-29,840,5042059868569771,payroll,5188081726282968,2023-12-30,Marilyn Townsend,18,Syrian Arab Republic,5080.0,0728,GQLvKlPPDO,2023-12,5080.0,debit,Gold,0.5
978,Jones PLC,2023-12-11,840,0809010146103927,purchase,2708081770388602,2023-12-11,Kelli Mccoy,29,504,1119.37,0691,UMyhkZEzzi,2023-12,-1119.37,credit,Titanium,1.0
979,"James, Curtis and May",2024-01-19,840,8930461638816878,purchase,5180820391702638,2024-01-21,Sonya Ramirez,51,Cuba,116.7,5870,flaVVsZQQj,2024-01,-116.7,credit,Platinum,0.75
980,Sandoval LLC,2023-12-28,840,6905096568826728,purchase,2718941343524082,2023-12-30,Angel Brown,35,978,304.1,3690,LfjoDxpalJ,2023-12,-304.1,credit,Titanium,1.0
981,Hudson-Sullivan,2025-04-16,840,2081472373564078,top up,2521811437447010,2025-04-16,Shelly Phelps,64,504,25.6,0396,PWCaiWspyu,2025-04,25.6,debit,Gold,0.5
982,"Parker, Bell and Walker",2023-08-22,840,8306978999514549,purchase,2260943533448579,2023-08-24,Denise Moore,58,840,984.25,6481,SICYxXrRbp,2023-08,-984.25,credit,Platinum,0.75
983,Wilcox-Nelson,2025-03-19,840,4674906688675185,payroll,2232525002921858,2025-03-20,Jacqueline Mcmahon,62,504,4798.0,8821,wTKCFpHxrT,2025-03,4798.0,debit,Titanium,1.0
984,Hernandez-Gonzalez,2024-03-16,840,4560595634318073,purchase,2269947174648877,2024-03-16,Kyle Preston,42,124,258.04,2360,yzZDMXNHAs,2024-03,-258.04,credit,Titanium,1.0
985,Anderson PLC,2024-08-07,840,2585653377730316,purchase,5284700766177118,2024-08-07,Charles Martinez,48,124,562.49,4972,iVdqlMHylk,2024-08,-562.49,credit,Titanium,1.0
986,"Harvey, Smith and Butler",2024-03-25,840,9261548720124025,withdrawal,5141379772369291,2024-03-26,Catherine Keller,65,504,690.77,1799,AlmwyNLMQj,2024-03,-690.77,credit,Platinum,0.75
987,Martinez-Scott,2023-05-20,840,0549080998397673,payroll,2719833587688773,2023-05-21,Cody Hendricks,36,Jordan,2237.38,2084,MpgumMHVmW,2023-05,2237.38,debit,Gold,0.5
988,Moore and Sons,2024-08-18,840,6163034383000914,purchase,2286420873753009,2024-08-18,Susan Conley,22,840,220.41,6000,estdPQSDzj,2024-08,-220.41,credit,Titanium,1.0
989,"Ramsey, Acevedo and Frye",2025-02-21,840,9307417996546628,payroll,2259368998094028,2025-02-23,Phillip Dorsey,49,124,2251.42,4304,vqCwmZTXNB,2025-02,2251.42,debit,Gold,0.5
990,Morris-Santana,2024-07-30,840,1896225275600223,purchase,2414521117518689,2024-07-30,Caitlin Pierce,63,124,61.65,8720,LNIBPuQytk,2024-07,-61.65,credit,Titanium,1.0
991,"Case, Taylor and Kerr",2024-12-07,840,5677125158904182,purchase,2245841438424986,2024-12-08,Martin Vargas,47,978,215.99,5920,HlovobKFBB,2024-12,-215.99,credit,Titanium,1.0
992,Dean LLC,2024-08-25,840,1666081239278844,purchase,5528851587996842,2024-08-25,Jenny Smith,63,840,26.49,8962,KXIcPxzIia,2024-08,-26.49,credit,Platinum,0.75
993,Hopkins-Sanchez,2023-07-16,840,3615276958444202,refund,2260082547807742,2023-07-16,Jeffrey Carter,55,504,300.08,0796,AgHBKvEjWW,2023-07,-300.08,credit,Platinum,0.75
994,"May, Wise and Atkinson",2024-09-28,840,4886313737145031,purchase,2708728743152743,2024-09-30,Alexis Rogers,24,124,209.03,0434,FqhTkuoeQm,2024-09,-209.03,credit,Titanium,1.0
995,"White, Williams and Neal",2024-12-22,840,6691419396061047,purchase,2595610077732173,2024-12-22,Hannah Perez MD,25,Morocco,1131.84,9991,LmHEmnDcmt,2024-12,-1131.84,credit,Platinum,0.75
996,Edwards Inc,2025-01-01,840,1992569247688341,purchase,2225447489047603,2025-01-03,Tyler Perry,68,Brunei Darussalam,4.67,0765,eXWMeYEOcS,2025-01,-4.67,credit,Silver,
997,Hicks-Cooper,2024-07-17,840,1318118140513251,withdrawal,2705173289514563,2024-07-17,David Jacobs,32,Barbados,172.48,8115,CqrTZNzQxp,2024-07,-172.48,credit,Gold,0.5
998,"Wilson, Ross and Lucas",2024-08-20,840,4470856094067148,purchase,2237333433339526,2024-08-22,Barbara Miller,30,124,246.54,7004,aLpZaTtuth,2024-08,-246.54,credit,Titanium,1.0
999,Rollins-Vang,2024-07-03,840,3145645722757940,purchase,2402135569092756,2024-07-03,Phillip Berry,64,840,1129.54,3982,lfZIbRnLyz,2024-07,-1129.54,credit,Titanium,1.0
1000,Wang Ltd,2024-12-28,840,3744999870933913,purchase,2702258713971878,2024-12-28,Jody Palmer,62,124,915.01,0385,IJzRrOSVbQ,2024-12,-915.01,credit,Titanium,1.0
1001,"Fernandez, Hernandez and Morris",2024-04-20,840,2641060326753180,purchase,2260082547807742,2024-04-21,Jeffrey Carter,55,504,26.66,9516,sSBTMnnUpv,2024-04,-26.66,credit,Platinum,0.75
1002,Anderson-Brown,2024-11-20,840,0108965461253606,top up,5510032365199418,2024-11-20,Austin Orr,43,978,1176.45,3974,qbGGdWXBFc,2024-11,1176.45,debit,Titanium,1.0
1003,Cochran Group,2025-04-17,840,4867948698948481,purchase,2698709201991840,2025-04-18,Angela Gonzalez,19,Togo,371.26,1158,rJvJdvkZzp,2025-04,-371.26,credit,Silver,
1004,"Wilson, Wheeler and Powell",2023-10-02,840,1007701773759493,purchase,2270488899210757,2023-10-02,Derek Preston,46,504,1195.27,4722,buoMERaEEr,2023-10,-1195.27,credit,Titanium,1.0
1005,"Nelson, Walter and Tucker",2023-11-16,840,1171960049021444,purchase,2284470823171465,2023-11-17,Samantha Armstrong,70,Saint Lucia,161.68,6626,lpuSWKyaxo,2023-11,-161.68,credit,Silver,
1006,Curry Inc,2023-05-21,840,7433384965523917,top up,2712975001701273,2023-05-22,William Patterson,62,978,397.97,8402,xFJCanyHzd,2023-05,397.97,debit,Gold,0.5
1007,Long Inc,2024-01-22,840,5300499926653619,purchase,2331165667010653,2024-01-22,Ashley Lee,67,504,92.0,6636,axciUHPfPO,2024-01,-92.0,credit,Titanium,1.0
1008,Monroe-Hanson,2024-04-08,840,7394624872385865,payroll,2263283096520747,2024-04-08,Jason Price,32,978,7230.4,9103,rotuPTLZTD,2024-04,7230.4,debit,Titanium,1.0
1009,Costa Inc,2024-09-26,840,6871413493179670,purchase,5125209452375971,2024-09-26,Holly Mathews,33,Morocco,899.23,0986,ciDwFsQuqZ,2024-09,-899.23,credit,Platinum,0.75
1010,"Garza, Taylor and Flores",2023-12-09,840,7357921162506989,purchase,2251389994043890,2023-12-10,Nicole Phillips,26,504,259.26,8944,voGfhJbOJh,2023-12,-259.26,credit,Titanium,1.0
1011,"Larson, Bailey and Bell",2024-11-18,840,4639897014557039,payroll,2702710910430066,2024-11-19,Lori Mason,48,124,6101.0,9822,zzkkMYRxjh,2024-11,6101.0,debit,Titanium,1.0
1012,"Simpson, Edwards and Russell",2024-05-28,840,7186692552905092,purchase,5540415747338487,2024-05-30,Breanna Gilbert,67,124,515.32,0361,ZAitIBbCas,2024-05,-515.32,credit,Gold,0.5
1013,"Moore, Fisher and Dorsey",2024-04-23,840,1101561619738449,withdrawal,2235615951484656,2024-04-23,Edward Martinez,26,504,446.38,0235,ZexGxbexmR,2024-04,-446.38,credit,Titanium,1.0
1014,Alexander Ltd,2023-05-14,840,3008823846990867,refund,2469453147379961,2023-05-14,Johnny Nguyen,41,124,3.14,1671,uBdwHCKdxi,2023-05,-3.14,credit,Gold,0.5
1015,Turner-Clark,2023-09-27,840,0448177365561922,payroll,2246392649578235,2023-09-27,Lauren Sutton,35,840,2233.69,9547,MFfMdadPbl,2023-09,2233.69,debit,Titanium,1.0
1016,"Lewis, Rivera and Mcclure",2024-03-20,840,2063186417613023,purchase,5457905719189869,2024-03-22,Patrick Evans,67,Saint Barthelemy,75.1,8335,TMFqOQJDzJ,2024-03,-75.1,credit,Platinum,0.75
